ano,semana,dia,tipo,salmo,antigo_testamento,novo_testamento
Ano C,Próprio 9,Qua,Complementar,Salmo 119.73-80,Josué 23.1-16,Lucas 10.13-16
Ano C,Próprio 9,Qua,Semicontínua,Salmo 6,II Reis 6.1-7,Lucas 10.13-16
Ano C,Próprio 10,Qui,Complementar,Salmo 25.1-10,Gênesis 41.14-36,Tiago 2.14-26
Ano C,Próprio 10,Qui,Semicontínua,Salmo 82,Amós 1.1-2.3,Tiago 2.14-26
Ano C,Próprio 10,Sex,Complementar,Salmo 25.1-10,Gênesis 41.37-49,Atos 7.9-16
Ano C,Próprio 10,Sex,Semicontínua,Salmo 82,Amós 2.4-11,Atos 7.9-16
Ano C,Próprio 10,Sab,Complementar,Salmo 25.1-10,"Levítico 19.1-4, 32-37",João 3.16-21
Ano C,Próprio 10,Sab,Semicontínua,Salmo 82,Amós 2.12-3.8,João 3.16-21
Ano C,Próprio 10,Seg,Complementar,Salmo 25.11-20,Jó 24.1-8,Tiago 2.1-7
Ano C,Próprio 10,Seg,Semicontínua,Salmo 7,Amós 3.9-4.5,Tiago 2.1-7
Ano C,Próprio 10,Ter,Complementar,Salmo 25.11-20,Provérbios 19.1-17,I João 3.11-17
Ano C,Próprio 10,Ter,Semicontínua,Salmo 7,Amós 4.6-13,I João 3.11-17
Ano C,Próprio 10,Qua,Complementar,Salmo 25.11-20,Eclesiastes 9.13-18,Mateus 25.31-46
Ano C,Próprio 10,Qua,Semicontínua,Salmo 7,Amós 5.1-9,Mateus 25.31-46
Ano C,Próprio 11,Qui,Complementar,Salmo 15,Gênesis 12.10-20,Hebreus 5.1-6
Ano C,Próprio 11,Qui,Semicontínua,Salmo 52,Amós 5.10-17,Hebreus 5.1-6
Ano C,Próprio 11,Sex,Complementar,Salmo 15,Gênesis 13.1-18,Efésios 3.14-21
Ano C,Próprio 11,Sex,Semicontínua,Salmo 52,Amós 5.18-27,Efésios 3.14-21
Ano C,Próprio 11,Sab,Complementar,Salmo 15,Gênesis 14.1-16,Lucas 8.4-10
Ano C,Próprio 11,Sab,Semicontínua,Salmo 52,Amós 6.1-14,Lucas 8.4-10
Ano C,Próprio 11,Seg,Complementar,Salmo 119.97-104,Êxodo 18.1-12,Colossenses 1.27-2.7
Ano C,Próprio 11,Seg,Semicontínua,Salmo 119.17-32,Amós 7.1-6,Colossenses 1.27-2.7
Ano C,Próprio 11,Ter,Complementar,Salmo 119.97-104,Provérbios 9.1-18,I João 2.1-6
Ano C,Próprio 11,Ter,Semicontínua,Salmo 119.17-32,Amós 8.13-9.4,I João 2.1-6
Ano C,Próprio 11,Qua,Complementar,Salmo 119.97-104,Deuteronômio 12.1-12,João 6.41-51
Ano C,Próprio 11,Qua,Semicontínua,Salmo 119.17-32,Amós 9.5-15,João 6.41-51
Ano C,Próprio 12,Qui,Complementar,Salmo 138,Ester 2.19-3.6,Atos 1.15-20
Ano C,Próprio 12,Qui,Semicontínua,Salmo 85,Oseias 4.1-19,Atos 1.15-20
Ano C,Próprio 12,Sex,Complementar,Salmo 138,Ester 3.7-15,Atos 2.22-36
Ano C,Próprio 12,Sex,Semicontínua,Salmo 85,Oseias 5.1-15,Atos 2.22-36
Ano C,Próprio 12,Sab,Complementar,Salmo 138,Ester 4.1-17,Lucas 8.22-25
Ano C,Próprio 12,Sab,Semicontínua,Salmo 85,Oseias 1.11-2.15,Lucas 8.22-25
Ano C,Próprio 12,Seg,Complementar,Salmo 55.16-23,Ester 5.1-14,Colossenses 2.16-3.1
Ano C,Próprio 12,Seg,Semicontínua,Salmo 44,Oseias 2.14-3.5,Colossenses 2.16-3.1
Ano C,Próprio 12,Ter,Complementar,Salmo 55.16-23,Ester 6.1-7.6,Romanos 9.30-10.4
Ano C,Próprio 12,Ter,Semicontínua,Salmo 44,Oseias 6.1-10,Romanos 9.30-10.4
Ano C,Próprio 12,Qua,Complementar,Salmo 55.16-23,Ester 7.7-8.17,Mateus 5.43-48
Ano C,Próprio 12,Qua,Semicontínua,Salmo 44,Oseias 6.11-7.16,Mateus 5.43-48
Ano C,Próprio 13,Qui,Complementar,Salmo 49.1-12,Provérbios 23.1-11,Romanos 11.33-36
Ano C,Próprio 13,Qui,Semicontínua,"Salmo 107.1-9, 43",Oseias 8.1-14,Romanos 11.33-36
Ano C,Próprio 13,Sex,Complementar,Salmo 49.1-12,Provérbios 24.1-12,Efésios 4.17-24
Ano C,Próprio 13,Sex,Semicontínua,"Salmo 107.1-9, 43",Oseias 9.1-17,Efésios 4.17-24
Ano C,Próprio 13,Sab,Complementar,Salmo 49.1-12,Eclesiastes 1.1-11,Marcos 10.17-22
Ano C,Próprio 13,Sab,Semicontínua,"Salmo 107.1-9, 43",Oseias 10.1-15,Marcos 10.17-22
Ano C,Próprio 13,Seg,Complementar,Salmo 127,Eclesiastes 2.1-17,Colossenses 3.18-4.1
Ano C,Próprio 13,Seg,Semicontínua,Salmo 60,Oseias 11.12-12.14,Colossenses 3.18-4.1
Ano C,Próprio 13,Ter,Complementar,Salmo 127,Eclesiastes 3.16-4.8,Colossenses 4.2-6
Ano C,Próprio 13,Ter,Semicontínua,Salmo 60,Oseias 13.1-16,Colossenses 4.2-6
Ano C,Próprio 13,Qua,Complementar,Salmo 127,"Eclesiastes 12.1-8, 13-14",Lucas 12.22-31
Ano C,Próprio 13,Qua,Semicontínua,Salmo 60,Oseias 14.1-9,Lucas 12.22-31
Ano C,Próprio 14,Qui,Complementar,Salmo 33.12-22,Jó 21.1-16,Romanos 9.1-9
Ano C,Próprio 14,Qui,Semicontínua,"Salmo 50.1-8, 22-23",Isaías 9.8-17,Romanos 9.1-9
Ano C,Próprio 14,Sex,Complementar,Salmo 33.12-22,Eclesiastes 6.1-6,Atos 7.1-8
Ano C,Próprio 14,Sex,Semicontínua,"Salmo 50.1-8, 22-23",Isaías 9.18-10.4,Atos 7.1-8
Ano C,Próprio 14,Sab,Complementar,Salmo 33.12-22,Gênesis 11.27-32,Mateus 6.19-24
Ano C,Próprio 14,Sab,Semicontínua,"Salmo 50.1-8, 22-23","Isaías 1.2-9, 21-23",Mateus 6.19-24
Ano C,Próprio 14,Seg,Complementar,Salmo 89.1-18,II Crônicas 33.1-17,Hebreus 11.1-7
Ano C,Próprio 14,Seg,Semicontínua,Salmo 11,Isaías 2.1-4,Hebreus 11.1-7
Ano C,Próprio 14,Ter,Complementar,Salmo 89.1-18,II Crônicas 34.22-33,Hebreus 11.17-28
Ano C,Próprio 14,Ter,Semicontínua,Salmo 11,Isaías 24.1-13,Hebreus 11.17-28
Ano C,Próprio 14,Qua,Complementar,Salmo 89.1-18,Jeremias 33.14-26,Lucas 12.41-48
Ano C,Próprio 14,Qua,Semicontínua,Salmo 11,Isaías 24.14-23,Lucas 12.41-48
Ano C,Próprio 15,Qui,Complementar,Salmo 82,"Josué 7.1, 10-26",Hebreus 10.26-31
Ano C,Próprio 15,Qui,Semicontínua,"Salmo 80.1-2, 8-19",Isaías 2.5-11,Hebreus 10.26-31
Ano C,Próprio 15,Sex,Complementar,Salmo 82,I Samuel 5.1-12,Hebreus 10.32-39
Ano C,Próprio 15,Sex,Semicontínua,"Salmo 80.1-2, 8-19",Isaías 3.1-17,Hebreus 10.32-39
Ano C,Próprio 15,Sab,Complementar,Salmo 82,I Samuel 6.1-16,Mateus 24.15-27
Ano C,Próprio 15,Sab,Semicontínua,"Salmo 80.1-2, 8-19",Isaías 3.18-4.6,Mateus 24.15-27
Ano C,Próprio 15,Seg,Complementar,Salmo 32,Jeremias 23.30-40,I João 4.1-6
Ano C,Próprio 15,Seg,Semicontínua,Salmo 74,Isaías 5.8-23,I João 4.1-6
Ano C,Próprio 15,Ter,Complementar,Salmo 32,Jeremias 25.15-29,Atos 7.44-53
Ano C,Próprio 15,Ter,Semicontínua,Salmo 74,Isaías 5.24-30,Atos 7.44-53
Ano C,Próprio 15,Qua,Complementar,Salmo 32,Jeremias 25.30-38,Lucas 19.45-48
Ano C,Próprio 15,Qua,Semicontínua,Salmo 74,Isaías 27.1-13,Lucas 19.45-48
Ano C,Próprio 16,Qui,Complementar,Salmo 103.1-8,Números 15.32-41,Hebreus 12.3-17
Ano C,Próprio 16,Qui,Semicontínua,Salmo 71.1-6,Jeremias 6.1-19,Hebreus 12.3-17
Ano C,Próprio 16,Sex,Complementar,Salmo 103.1-8,II Crônicas 8.12-15,Atos 17.1-9
Ano C,Próprio 16,Sex,Semicontínua,Salmo 71.1-6,Jeremias 6.20-30,Atos 17.1-9
Ano C,Próprio 16,Sab,Complementar,Salmo 103.1-8,Neemias 13.15-22,Lucas 6.1-5
Ano C,Próprio 16,Sab,Semicontínua,Salmo 71.1-6,"Jeremias 1.1-3, 11-19",Lucas 6.1-5
Ano C,Próprio 16,Seg,Complementar,Salmo 109.21-31,Ezequiel 20.1-17,Hebreus 3.7-4.11
Ano C,Próprio 16,Seg,Semicontínua,Salmo 10,Jeremias 7.1-15,Hebreus 3.7-4.11
Ano C,Próprio 16,Ter,Complementar,Salmo 109.21-31,Ezequiel 20.18-32,Apocalipse 3.7-13
Ano C,Próprio 16,Ter,Semicontínua,Salmo 10,Jeremias 7.16-26,Apocalipse 3.7-13
Ano C,Próprio 16,Qua,Complementar,Salmo 109.21-31,Ezequiel 20.33-44,Lucas 6.6-11
Ano C,Próprio 16,Qua,Semicontínua,Salmo 10,Jeremias 7.27-34,Lucas 6.6-11
Ano C,Próprio 17,Qui,Complementar,Salmo 112,Provérbios 15.13-17,I Pedro 3.8-12
Ano C,Próprio 17,Qui,Semicontínua,"Salmo 81.1, 10-16",Jeremias 11.1-17,I Pedro 3.8-12
Ano C,Próprio 17,Sex,Complementar,Salmo 112,Provérbios 18.6-12,I Pedro 4.7-11
Ano C,Próprio 17,Sex,Semicontínua,"Salmo 81.1, 10-16",Jeremias 12.1-13,I Pedro 4.7-11
Ano C,Próprio 17,Sab,Complementar,Salmo 112,"Provérbios 21.1-4, 24-26",Mateus 20.20-28
Ano C,Próprio 17,Sab,Semicontínua,"Salmo 81.1, 10-16","Jeremias 2.1-3, 14-22",Mateus 20.20-28
Ano C,Próprio 17,Seg,Complementar,Salmo 119.65-72,II Crônicas 12.1-12,Hebreus 13.7-21
Ano C,Próprio 17,Seg,Semicontínua,Salmo 58,Jeremias 2.23-37,Hebreus 13.7-21
Ano C,Próprio 17,Ter,Complementar,Salmo 119.65-72,Isaías 2.12-17,Tito 1.1-9
Ano C,Próprio 17,Ter,Semicontínua,Salmo 58,Jeremias 3.1-14,Tito 1.1-9
Ano C,Próprio 17,Qua,Complementar,Salmo 119.65-72,Isaías 57.14-21,Lucas 14.15-24
Ano C,Próprio 17,Qua,Semicontínua,Salmo 58,Jeremias 3.15-25,Lucas 14.15-24
Ano C,Próprio 18,Qui,Complementar,Salmo 1,Gênesis 39.1-23,Filipenses 2.25-30
Ano C,Próprio 18,Qui,Semicontínua,"Salmo 139.1-6, 13-18",Jeremias 15.10-21,Filipenses 2.25-30
Ano C,Próprio 18,Sex,Complementar,Salmo 1,Deuteronômio 7.12-26,Colossenses 4.7-17
Ano C,Próprio 18,Sex,Semicontínua,"Salmo 139.1-6, 13-18",Jeremias 16.14-17.4,Colossenses 4.7-17
Ano C,Próprio 18,Sab,Complementar,Salmo 1,Deuteronômio 29.2-20,Mateus 10.34-42
Ano C,Próprio 18,Sab,Semicontínua,"Salmo 139.1-6, 13-18",Jeremias 17.14-27,Mateus 10.34-42
Ano C,Próprio 18,Seg,Complementar,Salmo 101,II Reis 17.24-41,I Timóteo 3.14-4.5
Ano C,Próprio 18,Seg,Semicontínua,Salmo 2,Jeremias 18.12-23,I Timóteo 3.14-4.5
Ano C,Próprio 18,Ter,Complementar,Salmo 101,"II Reis 18.9-18; 19.1-7",I Timóteo 4.6-16
Ano C,Próprio 18,Ter,Semicontínua,Salmo 2,Jeremias 19.1-15,I Timóteo 4.6-16
Ano C,Próprio 18,Qua,Complementar,Salmo 101,"II Reis 18.19-25; 19.1-7",Lucas 18.18-30
Ano C,Próprio 18,Qua,Semicontínua,Salmo 2,Jeremias 20.1-18,Lucas 18.18-30
Ano C,Próprio 19,Qui,Complementar,Salmo 51.1-10,Gênesis 6.1-6,I Timóteo 1.1-11
Ano C,Próprio 19,Qui,Semicontínua,Salmo 14,Jeremias 13.20-27,I Timóteo 1.1-11
Ano C,Próprio 19,Sex,Complementar,Salmo 51.1-10,"Gênesis 7.6-10; 8.1-5",II Coríntios 2.1-10a
Ano C,Próprio 19,Sex,Semicontínua,Salmo 14,Jeremias 4.1-10,II Coríntios 2.1-10a
Ano C,Próprio 19,Sab,Complementar,Salmo 51.1-10,Gênesis 8.20-9.7,João 10.11-21
Ano C,Próprio 19,Sab,Semicontínua,Salmo 14,"Jeremias 4.13-21, 29-31",João 10.11-21
Ano C,Próprio 19,Seg,Complementar,Salmo 73,Amós 7.1-6,I Timóteo 1.18-20
Ano C,Próprio 19,Seg,Semicontínua,Salmo 94,Jeremiass 5.1-17,I Timóteo 1.18-20
Ano C,Próprio 19,Ter,Complementar,Salmo 73,Jonas 3.1-10,II Pedro 3.8-13
Ano C,Próprio 19,Ter,Semicontínua,Salmo 94,Jeremiass 5.18-31,II Pedro 3.8-13
Ano C,Próprio 19,Qua,Complementar,Salmo 73,"Jó 40.6-14; 42.1-6",Lucas 22.31-33; 54-62
Ano C,Próprio 19,Qua,Semicontínua,Salmo 94,"Jeremias 14.1-10, 17-22","Lucas 22.31-33; 54-62"
Ano C,Próprio 20,Qui,Complementar,Salmo 113,Êxodo 23.1-9,Romanos 3.1-8
Ano C,Próprio 20,Qui,Semicontínua,Salmo 79.1-9,Jeremias 12.14-13.11,Romanos 3.1-8
Ano C,Próprio 20,Sex,Complementar,Salmo 113,Ezequiel 22.17-31,Romanos 8.31-39
Ano C,Próprio 20,Sex,Semicontínua,Salmo 79.1-9,Jeremias 8.1-13,Romanos 8.31-39
Ano C,Próprio 20,Sab,Complementar,Salmo 113,Isaías 5.8-23,Marcos 12.41-44
Ano C,Próprio 20,Sab,Semicontínua,Salmo 79.1-9,"Jeremias 8.14-17; 9.2-11",Marcos 12.41-44
Ano C,Próprio 20,Seg,Complementar,Salmo 12,Provérbios 14.12-31,Atos 4.1-12
Ano C,Próprio 20,Seg,Semicontínua,Salmo 106.40-48,Jeremias 9.12-26,Atos 4.1-12
Ano C,Próprio 20,Ter,Complementar,Salmo 12,Provérbios 17.1-5,I Coríntios 9.19-23
Ano C,Próprio 20,Ter,Semicontínua,Salmo 106.40-48,Jeremias 10.1-16,I Coríntios 9.19-23
Ano C,Próprio 20,Qua,Complementar,Salmo 12,Provérbios 21.10-16,Lucas 20.45-21.4
Ano C,Próprio 20,Qua,Semicontínua,Salmo 106.40-48,Jeremias 10.17-25,Lucas 20.45-21.4
Ano C,Próprio 21,Qui,Complementar,Salmo 146,Provérbios 22.2-16,II Coríntios 8.8-15
Ano C,Próprio 21,Qui,Semicontínua,"Salmo 91.1-6, 14-16",Jeremias 23.9-22,II Coríntios 8.8-15
Ano C,Próprio 21,Sex,Complementar,Salmo 146,Provérbios 28.3-10,Efésios 2.1-10
Ano C,Próprio 21,Sex,Semicontínua,"Salmo 91.1-6, 14-16",Jeremias 23.23-32,Efésios 2.1-10
Ano C,Próprio 21,Sab,Complementar,Salmo 146,Provérbios 28.11-28,Lucas 9.43b-48
Ano C,Próprio 21,Sab,Semicontínua,"Salmo 91.1-6, 14-16",Jeremias 24.1-10,Lucas 9.43b-48
Ano C,Próprio 21,Seg,Complementar,Salmo 62,Amós 6.8-14,Apocalipse 3.14-22
Ano C,Próprio 21,Seg,Semicontínua,Salmo 119.49-56,Jeremias 32.16-35,Apocalipse 3.14-22
Ano C,Próprio 21,Ter,Complementar,Salmo 62,Oseias 10.9-15,Tiago 5.1-6
Ano C,Próprio 21,Ter,Semicontínua,Salmo 119.49-56,Jeremias 32.36-44,Tiago 5.1-6
Ano C,Próprio 21,Qua,Complementar,Salmo 62,Oseias 12.2-14,Mateus 19.16-22
Ano C,Próprio 21,Qua,Semicontínua,Salmo 119.49-56,Jeremias 33.1-13,Mateus 19.16-22
Ano C,Próprio 22,Qui,Complementar,Salmo 37.1-9,Lamentações 3.19-26,II Reis 18.1-8; 28-36
Ano C,Próprio 22,Qui,Semicontínua,Salmo 37.1-9,Lamentações 3.19-26,Jeremias 52.1-11
Ano C,Próprio 22,Qui,Semicontínua,Salmo 37.1-9,Apocalipse 2.8-11,Apocalipse 2.8-11
Ano C,Próprio 22,Sex,Complementar,Salmo 37.1-9,Lamentações 3.19-26,"II Reis 19.8-20, 35-37"
Ano C,Próprio 22,Sex,Semicontínua,Salmo 37.1-9,Lamentações 3.19-26,Jeremias 52.12-30
Ano C,Próprio 22,Sex,Semicontínua,Salmo 37.1-9,Apocalipse 2.12-29,Apocalipse 2.12-29
Ano C,Próprio 22,Sab,Complementar,Salmo 37.1-9,Lamentações 3.19-26,Isaías 7.1-9
Ano C,Próprio 22,Sab,Semicontínua,Salmo 37.1-9,Lamentações 3.19-26,Lamentações 1.7-15
Ano C,Próprio 22,Sab,Semicontínua,Salmo 37.1-9,Mateus 20.29-34,Mateus 20.29-34
Ano C,Próprio 22,Seg,Complementar,Salmo 3,Habacuque 1.5-17,Tiago 1.2-11
Ano C,Próprio 22,Seg,Semicontínua,Salmo 137,Lamentações 1.16-22,Tiago 1.2-11
Ano C,Próprio 22,Ter,Complementar,Salmo 3,Habacuque 2.5-11,I João 5.1-5; 13-21
Ano C,Próprio 22,Ter,Semicontínua,Salmo 137,Lamentações 2.13-22,I João 5.1-5; 13-21
Ano C,Próprio 22,Qua,Complementar,Salmo 3,Habacuque 2.12-20,Marcos 11.12-14; 20-24
Ano C,Próprio 22,Qua,Semicontínua,Salmo 137,Lamentações 5.1-22,Marcos 11.12-14; 20-24
Ano C,Próprio 23,Qui,Complementar,Salmo 111,Levítico 14.33-53,II Timóteo 1.13-18
Ano C,Próprio 23,Qui,Semicontínua,Salmo 66.1-12,Jeremias 25.1-14,II Timóteo 1.13-18
Ano C,Próprio 23,Sex,Complementar,Salmo 111,Números 4.34–5.4,II Timóteo 2.1-7
Ano C,Próprio 23,Sex,Semicontínua,Salmo 66.1-12,Jeremias 27.1-22,II Timóteo 2.1-7
Ano C,Próprio 23,Sab,Complementar,Salmo 111,Números 12.1-15,Lucas 5.12-16
Ano C,Próprio 23,Sab,Semicontínua,Salmo 66.1-12,Jeremias 28.1-17,Lucas 5.12-16
Ano C,Próprio 23,Seg,Complementar,Salmo 61,II Reis 5.15-19a,Atos 26.24-29
Ano C,Próprio 23,Seg,Semicontínua,Salmo 102.1-17,Jeremias 29.8-23,Atos 26.24-29
Ano C,Próprio 23,Ter,Complementar,Salmo 61,II Reis 5.19b-27,Efésios 6.10-20
Ano C,Próprio 23,Ter,Semicontínua,Salmo 102.1-17,Jeremias 29.24-32,Efésios 6.10-20
Ano C,Próprio 23,Qua,Complementar,Salmo 61,II Reis 15.1-7,Mateus 10.5-15
Ano C,Próprio 23,Qua,Semicontínua,Salmo 102.1-17,Jeremias 25.15-32,Mateus 10.5-15
Ano C,Próprio 24,Qui,Complementar,Salmo 121,Isaías 54.11-17,Atos 17.22-34
Ano C,Próprio 24,Qui,Semicontínua,Salmo 119.97-104,Jeremias 26.1-15,Atos 17.22-34
Ano C,Próprio 24,Sex,Complementar,Salmo 121,Gênesis 31.43–32.2,II Timóteo 2.14-26
Ano C,Próprio 24,Sex,Semicontínua,Salmo 119.97-104,Jeremias 26.16-24,II Timóteo 2.14-26
Ano C,Próprio 24,Sab,Complementar,Salmo 121,Gênesis 32.3-21,Marcos 10.46-52
Ano C,Próprio 24,Sab,Semicontínua,Salmo 119.97-104,Jeremias 31.15-26,Marcos 10.46-52
Ano C,Próprio 24,Seg,Complementar,Salmo 57,I Samuel 25.2-22,I Coríntios 6.1-11
Ano C,Próprio 24,Seg,Semicontínua,Salmo 129,Jeremias 38.14-28,I Coríntios 6.1-11
Ano C,Próprio 24,Ter,Complementar,Salmo 57,I Samuel 25.23-35,Tiago 5.7-12
Ano C,Próprio 24,Ter,Semicontínua,Salmo 129,Jeremias 39.1-18,Tiago 5.7-12
Ano C,Próprio 24,Qua,Complementar,Salmo 57,I Samuel 25.36-42,Lucas 22.39-46
Ano C,Próprio 24,Qua,Semicontínua,Salmo 129,"Jeremias 50.1-7, 17-20",Lucas 22.39-46
Ano C,Próprio 25,Qui,Complementar,Salmo 84.1-7,Jeremias 9.1-16,II Timóteo 3.1-9
Ano C,Próprio 25,Qui,Semicontínua,Salmo 65,Joel 1.1-20,II Timóteo 3.1-9
Ano C,Próprio 25,Sex,Complementar,Salmo 84.1-7,Jeremias 9.17-26,II Timóteo 3.10-15
Ano C,Próprio 25,Sex,Semicontínua,Salmo 65,Joel 2.1-11,II Timóteo 3.10-15
Ano C,Próprio 25,Sab,Complementar,Salmo 84.1-7,Jeremias 14.1-6,Lucas 1.46-55
Ano C,Próprio 25,Sab,Semicontínua,Salmo 65,Joel 2.12-22,Lucas 1.46-55
Ano C,Próprio 25,Seg,Complementar,Salmo 84.8-12,I Samuel 2.1-10,I Pedro 4.12-19
Ano C,Próprio 25,Seg,Semicontínua,Salmo 87,Joel 3.1-8,I Pedro 4.12-19
Ano C,Próprio 25,Ter,Complementar,Salmo 84.8-12,Daniel 5.1-12,I Pedro 5.1-11
Ano C,Próprio 25,Ter,Semicontínua,Salmo 87,Joel 3.9-16,I Pedro 5.1-11
Ano C,Próprio 25,Qua,Complementar,Salmo 84.8-12,Daniel 5.13-31,Mateus 21.28-32
Ano C,Próprio 25,Qua,Semicontínua,Salmo 87,Joel 3.17-20,Mateus 21.28-32
Ano C,Próprio 26,Qui,Complementar,Salmo 32.1-7,"Provérbios 15.8-11, 24-33",II Coríntios 1.1-11
Ano C,Próprio 26,Qui,Semicontínua,Salmo 119.137-144,Jeremias 33.14-26,II Coríntios 1.1-11
Ano C,Próprio 26,Sex,Complementar,Salmo 32.1-7,Jó 22.21–23.17,II Pedro 1.1-11
Ano C,Próprio 26,Sex,Semicontínua,Salmo 119.137-144,Habacuque 1.5-17,II Pedro 1.1-11
Ano C,Próprio 26,Sab,Complementar,Salmo 32.1-7,Isaías 1.1-9,João 8.39-47
Ano C,Próprio 26,Sab,Semicontínua,Salmo 119.137-144,Habacuque 2.5-11,João 8.39-47
Ano C,Próprio 26,Seg,Complementar,Salmo 50,"Neemias 13.1-3, 23-31",I Coríntios 5.9-13
Ano C,Próprio 26,Seg,Semicontínua,Salmo 142,Habacuque 2.12-20,I Coríntios 5.9-13
Ano C,Próprio 26,Ter,Complementar,Salmo 50,Zacarias 7.1-14,Judas 5-21
Ano C,Próprio 26,Ter,Semicontínua,Salmo 142,Habacuque 3.1-16,Judas 5-21
Ano C,Próprio 26,Qua,Complementar,Salmo 50,Amós 5.12-24,Lucas 19.11-27
Ano C,Próprio 26,Qua,Semicontínua,Salmo 142,Habacuque 3.17-19,Lucas 19.11-27
Ano C,Próprio 27,Qui,Complementar,Salmo 17.1-9,Deuteronômio 25.5-10,Atos 22.22–23.11
Ano C,Próprio 27,Qui,Semicontínua,"Salmo 145.1-5, 17-21",Zacarias 1.1-17,Atos 22.22–23.11
Ano C,Próprio 27,Sex,Complementar,Salmo 17.1-9,Gênesis 38.1-26,Atos 24.10-23
Ano C,Próprio 27,Sex,Semicontínua,"Salmo 145.1-5, 17-21",Zacarias 6.9-15,Atos 24.10-23
Ano C,Próprio 27,Sab,Complementar,Salmo 17.1-9,Êxodo 3.13-20,Lucas 20.1-8
Ano C,Próprio 27,Sab,Semicontínua,"Salmo 145.1-5, 17-21",Ageu 1.1-15a,Lucas 20.1-8
Ano C,Próprio 27,Seg,Complementar,Salmo 123,Jó 20.1-11,II Pedro 1.16-21
Ano C,Próprio 27,Seg,Semicontínua,Salmo 98,Ageu 2.10-19,II Pedro 1.16-21
Ano C,Próprio 27,Ter,Complementar,Salmo 123,"Jó 21.1, 17-34",II João 1-13
Ano C,Próprio 27,Ter,Semicontínua,Salmo 98,Ageu 2.20-23,II João 1-13
Ano C,Próprio 27,Qua,Complementar,Salmo 123,Jó 25.1–26.14,João 5.19-29
Ano C,Próprio 27,Qua,Semicontínua,Salmo 98,Zacarias 8.1-17,João 5.19-29
Ano C,Próprio 28,Qui,Complementar,Salmo 98,I Samuel 28.3-19,Romanos 1.18-25
Ano C,Próprio 28,Qui,Semicontínua,Isaías 12,Isaías 57.14-21,Romanos 1.18-25
Ano C,Próprio 28,Sex,Complementar,Salmo 98,II Samuel 21.1-14,I Tessalonicenses 1.3-12
Ano C,Próprio 28,Sex,Semicontínua,Isaías 12,Isaías 59.1-15a,I Tessalonicenses 1.3-12
Ano C,Próprio 28,Sab,Complementar,Salmo 98,Ezequiel 10.1-19,Lucas 17.20-37
Ano C,Próprio 28,Sab,Semicontínua,Isaías 12,Isaías 59.15b-21,Lucas 17.20-37
Ano C,Próprio 28,Seg,Complementar,Salmo 141,Ezequiel 11.14-25,Efésios 4.25–5.2
Ano C,Próprio 28,Seg,Semicontínua,Salmo 76,Isaías 60.17-22,Efésios 4.25–5.2
Ano C,Próprio 28,Ter,Complementar,Salmo 141,Ezequiel 39.21–40.4,I Coríntios 10.23–11.1
Ano C,Próprio 28,Ter,Semicontínua,Salmo 76,Isaías 66.1-13,I Coríntios 10.23–11.1
Ano C,Próprio 28,Qua,Complementar,Salmo 141,Ezequiel 43.1-12,Mateus 23.37–24.14
Ano C,Próprio 28,Qua,Semicontínua,Salmo 76,Isaías 66.14-24,Mateus 23.37–24.14
Ano C,Próprio 29,Qui,Complementar,Salmo 46,II Crônicas 18.12-22,Hebreus 9.23-28
Ano C,Próprio 29,Qui,Semicontínua,Lucas 1.68-79,Jeremias 21.1-14,Hebreus 9.23-28
Ano C,Próprio 29,Sex,Complementar,Salmo 46,Zacarias 11.1-17,I Pedro 1.3-9
Ano C,Próprio 29,Sex,Semicontínua,Lucas 1.68-79,Jeremias 22.1-17,I Pedro 1.3-9
Ano C,Próprio 29,Sab,Complementar,Salmo 46,Jeremias 22.18-30,Lucas 18.15-17
Ano C,Próprio 29,Sab,Semicontínua,Lucas 1.68-79,Jeremias 22.18-30,Lucas 18.15-17
Ano C,Próprio 29,Seg,Complementar,Salmo 24,Jeremias 46.18-28,Apocalipse 21.5-27
Ano C,Próprio 29,Seg,Semicontínua,Salmo 117,Jeremias 30.1-17,Apocalipse 21.5-27
Ano C,Próprio 29,Ter,Complementar,Salmo 24,Isaías 33.17-22,Apocalipse 22.8-21
Ano C,Próprio 29,Ter,Semicontínua,Salmo 117,Jeremias 30.18-24,Apocalipse 22.8-21
Ano C,Próprio 29,Qua,Complementar,Salmo 24,Isaías 60.8-16,Lucas 1.1-4
Ano C,Próprio 29,Qua,Semicontínua,Salmo 117,Jeremias 31.1-6,Lucas 1.1-4
